Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2007,Lints,7,£133.33,£144.52
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,212,Lipid-Regulating Drugs,"97,882","£452,764.74","£487,608.17"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1502,Local Anaesthesia,"1,479","£11,477.94","£12,428.08"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1107,Local Anaesthetics,2,£0.85,£0.92
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,107,Local Prepn for Anal & Rectal Disorders,"2,333","£15,612.76","£16,900.29"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2138,Low Friction Products,93,"£1,947.15","£2,110.75"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2114,Lubricant Gels,383,"£1,307.31","£1,415.07"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2127,Lymphoedema Garments,433,"£18,512.20","£20,074.08"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,908,Metabolic Disorders,2,£387.23,£420.00
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2143,Micro-Enema - Sodium Citrate,1,£0.89,£0.84
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,905,Minerals,"1,475","£55,661.89","£60,049.51"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1108,Miscellaneous Ophthalmic Preparations,"11,550","£61,850.06","£66,795.53"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1315,Miscellaneous Topical Preparations,1,£15.69,£17.00
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,307,Mucolytics,"2,974","£71,422.30","£77,172.37"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1105,Mydriatics And Cycloplegics,139,"£1,693.10","£1,833.75"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2124,Nasal Products,873,"£1,084.33","£1,164.39"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2260,Night Drainage Bags,"1,118","£12,681.94","£13,739.73"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,206,"Nit,Calc Block & Other Antianginal Drugs","68,228","£347,406.12","£374,167.05"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2119,Oral Film Forming Agents,81,"£5,628.77","£6,103.66"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,904,Oral Nutrition,"18,144","£530,006.00","£573,105.34"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2101,Other Appliances,"15,943","£111,707.35","£120,937.71"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,607,Other Endocrine Drugs,118,"£4,543.55","£4,923.33"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,912,Other Health Supplements,157,"£4,643.12","£4,916.34"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1905,Other Preparations,37,£298.55,£323.34
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2108,Oxygen Masks,2,£1.79,£1.94
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2112,Peak Flow Meters,308,"£1,701.51","£1,841.34"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2137,Pelvic Toning Devices,1,£13.84,£15.00
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2141,Physical Debridement Device,29,"£1,107.37","£1,200.86"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2129,Plantar Pressure Offloading Device,69,"£1,685.40","£1,827.44"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2008,Plasters,6,£48.18,£52.20
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,201,Positive Inotropic Drugs,"7,870","£8,813.73","£9,100.69"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1305,Preparations For Eczema And Psoriasis,"1,849","£70,504.50","£76,361.53"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1307,Preparations For Warts And Calluses,601,"£2,457.04","£2,656.47"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2375,Pressure Plates/Shields,4,£85.26,£92.46
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1902,Selective Preparations,"1,113","£46,245.75","£49,789.86"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,604,Sex Hormones,"8,594","£82,300.77","£88,934.71"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,803,Sex Hormones & Antag In Malig Disease,"4,023","£191,780.56","£207,686.50"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1309,Shampoo&Other Preps For Scalp&Hair Cond,"2,069","£13,246.34","£14,339.72"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2020,Silk Garments,29,"£1,584.42","£1,718.38"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1904,Single Substances,6,£23.70,£25.40
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1311,"Skin Cleansers,Antiseptics & Desloughing",377,"£1,999.91","£2,162.53"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2014,"Skin Closure Strips, Sterile",14,£41.06,£44.36
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2380,Skin Fillers And Protectives,"4,501","£44,204.24","£47,856.12"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2385,Skin Protectors,131,"£8,834.81","£9,559.24"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1003,Soft-Tissue Disorders & Topical Pain Rel,"13,610","£78,296.64","£84,742.15"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2009,Stockinette,"2,394","£25,583.85","£27,721.36"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2390,Stoma Caps/Dressings,24,"£1,468.67","£1,593.02"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1308,Sunscreens And Camouflagers,303,"£8,178.32","£8,414.19"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2010,Surgical Adhesive Tape,"1,561","£3,815.10","£4,119.47"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2011,Surgical Sutures,323,£451.86,£490.09
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2270,Suspensory Systems,13,"£1,469.09","£1,593.53"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2012,Swabs,"1,246","£2,640.22","£2,847.79"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,207,Sympathomimetics,36,"£3,825.73","£4,148.00"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,310,Systemic Nasal Decongestants,625,"£1,109.20","£1,150.83"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,602,Thyroid And Antithyroid Drugs,"37,481","£136,570.12","£146,590.06"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1303,Top Local Anaesthetics & Antipruritics,637,"£2,233.11","£2,407.09"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1314,Topical Circulatory Preparations,312,"£1,387.26","£1,468.26"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1304,Topical Corticosteroids,"18,516","£75,971.82","£82,154.99"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2005,Tracheostomy & Laryngectomy Appliances,140,"£11,362.42","£12,322.81"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1106,Treatment Of Glaucoma,"12,680","£142,697.03","£154,585.64"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,702,Treatment Of Vaginal & Vulval Conditions,"2,285","£16,470.36","£17,817.57"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2106,Trusses,5,£147.85,£160.26
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2392,Tubing & Accessories,6,£376.05,£407.90
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2280,Tubing And Accessories,164,"£1,757.92","£1,904.33"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2394,Two Piece Ostomy Systems,370,"£27,698.34","£29,984.57"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2290,Urinal Systems,18,£770.04,£835.45
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2396,Urostomy Bags,93,"£13,956.44","£15,137.78"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1404,Vaccines And Antisera,"66,312","£424,007.30","£459,763.84"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2118,Vacuum Pumps for Erectile Dysfunction,15,"£1,050.88","£1,139.81"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2125,Vaginal Dilators,14,£260.61,£282.47
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2123,Vaginal Moisturisers,367,"£2,650.01","£2,869.45"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2134,Vaginal PH Correction Products,26,£169.14,£183.00
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1301,Vehicles and Emulsifying Agents,3,£11.97,£12.95
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2120,Venous Ulcer Compression System,121,"£2,950.35","£3,198.58"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,906,Vitamins,"29,861","£128,222.04","£136,729.14"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1914,Waters,16,£127.35,£137.28
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,2003,Wound Management & other Dressings,"10,515","£262,816.52","£284,942.22"
3rd Quarter 2012/2013,5PE00,PCT DUDLEY,1313,Wound Management Products,9,£182.24,£196.90
3rd Quarter 2012/2013,5HX00,PCT EALING,2001,Absorbent Cottons,15,£91.81,£99.38
3rd Quarter 2012/2013,5HX00,PCT EALING,1906,Acids,49,£68.82,£70.73
3rd Quarter 2012/2013,5HX00,PCT EALING,2135,Acne Treatment,5,£107.92,£117.00
3rd Quarter 2012/2013,5HX00,PCT EALING,1306,Acne and Rosacea,"3,957","£46,271.92","£50,133.10"
3rd Quarter 2012/2013,5HX00,PCT EALING,104,Acute Diarrhoea,"1,585","£4,095.21","£4,356.94"
3rd Quarter 2012/2013,5HX00,PCT EALING,2305,Adhesive Discs/Rings/Pads/Plasters,148,"£3,867.76","£4,194.91"
3rd Quarter 2012/2013,5HX00,PCT EALING,2136,Adhesive Dressing Remover Ster Silicone,6,£213.54,£231.58
3rd Quarter 2012/2013,5HX00,PCT EALING,2315,Adhesive Removers (Sprays/Liquids/Wipes),562,"£12,409.59","£13,459.03"
3rd Quarter 2012/2013,5HX00,PCT EALING,901,Anaemias + Other Blood Disorders,"30,919","£68,438.81","£71,324.92"
3rd Quarter 2012/2013,5HX00,PCT EALING,2128,Anal Irrigation System,42,"£6,596.82","£7,154.88"
3rd Quarter 2012/2013,5HX00,PCT EALING,407,Analgesics,"66,137","£321,336.96","£345,243.17"
3rd Quarter 2012/2013,5HX00,PCT EALING,505,Anthelmintics,427,"£1,535.95","£1,654.52"
3rd Quarter 2012/2013,5HX00,PCT EALING,203,Anti-Arrhythmic Drugs,"1,905","£10,183.04","£10,906.75"
3rd Quarter 2012/2013,5HX00,PCT EALING,1103,Anti-Infective Eye Preparations,"4,091","£8,937.91","£9,617.34"
3rd Quarter 2012/2013,5HX00,PCT EALING,1310,Anti-Infective Skin Preparations,"7,743","£38,655.48","£41,823.95"
3rd Quarter 2012/2013,5HX00,PCT EALING,501,Antibacterial Drugs,"64,653","£261,563.63","£281,853.90"
3rd Quarter 2012/2013,5HX00,PCT EALING,208,Anticoagulants And Protamine,"8,730","£45,680.12","£49,160.94"
3rd Quarter 2012/2013,5HX00,PCT EALING,403,Antidepressant Drugs,"41,405","£168,016.73","£179,738.62"
3rd Quarter 2012/2013,5HX00,PCT EALING,408,Antiepileptics,"22,841","£458,495.26","£495,385.31"
3rd Quarter 2012/2013,5HX00,PCT EALING,211,Antifibrinolytic Drugs & Haemostatics,658,"£6,099.04","£6,590.09"
3rd Quarter 2012/2013,5HX00,PCT EALING,502,Antifungal Drugs,"2,519","£28,295.80","£30,636.85"
3rd Quarter 2012/2013,5HX00,PCT EALING,304,"Antihist, Hyposensit & Allergic Emergen","20,216","£75,980.21","£81,379.53"
3rd Quarter 2012/2013,5HX00,PCT EALING,1312,Antiperspirants,68,£231.87,£250.61
3rd Quarter 2012/2013,5HX00,PCT EALING,209,Antiplatelet Drugs,"58,002","£83,154.62","£86,227.00"
3rd Quarter 2012/2013,5HX00,PCT EALING,504,Antiprotozoal Drugs,"3,958","£8,403.18","£8,842.25"
3rd Quarter 2012/2013,5HX00,PCT EALING,103,Antisecretory Drugs+Mucosal Protectants,"62,286","£157,845.01","£167,664.71"
3rd Quarter 2012/2013,5HX00,PCT EALING,102,Antispasmod.&Other Drgs Alt.Gut Motility,"3,309","£21,397.03","£22,999.16"
3rd Quarter 2012/2013,5HX00,PCT EALING,503,Antiviral Drugs,805,"£14,345.86","£15,527.30"
3rd Quarter 2012/2013,5HX00,PCT EALING,2002,Arm Sling/Bandages,449,"£11,059.04","£11,989.17"
3rd Quarter 2012/2013,5HX00,PCT EALING,308,Aromatic Inhalations,62,£92.27,£99.02
3rd Quarter 2012/2013,5HX00,PCT EALING,2320,Bag Closures,2,£14.24,£15.44
3rd Quarter 2012/2013,5HX00,PCT EALING,2325,Bag Covers,13,£245.42,£266.16
3rd Quarter 2012/2013,5HX00,PCT EALING,1907,Base/Dil/Susp Agents/Stabilisers,384,"£6,548.83","£7,095.30"
3rd Quarter 2012/2013,5HX00,PCT EALING,2330,Belts,32,"£1,355.41","£1,448.53"
3rd Quarter 2012/2013,5HX00,PCT EALING,204,Beta-Adrenoceptor Blocking Drugs,"38,923","£73,493.98","£77,428.62"
3rd Quarter 2012/2013,5HX00,PCT EALING,907,Bitters And Tonics,1,£6.73,£7.29
3rd Quarter 2012/2013,5HX00,PCT EALING,301,Bronchodilators,"32,943","£268,103.00","£290,213.75"
3rd Quarter 2012/2013,5HX00,PCT EALING,404,CNS Stimulants and drugs used for ADHD,372,"£22,080.32","£23,935.47"
3rd Quarter 2012/2013,5HX00,PCT EALING,2113,Catheter Maintenance Solutions,144,"£5,418.40","£5,875.66"
3rd Quarter 2012/2013,5HX00,PCT EALING,2205,Catheter Valves,40,£784.06,£850.15
3rd Quarter 2012/2013,5HX00,PCT EALING,2102,Catheters,637,"£59,276.50","£64,291.63"
3rd Quarter 2012/2013,5HX00,PCT EALING,2103,Chiropody Appliances,15,£41.38,£44.68
3rd Quarter 2012/2013,5HX00,PCT EALING,105,Chronic Bowel Disorders,"2,409","£125,038.34","£135,454.24"
3rd Quarter 2012/2013,5HX00,PCT EALING,2335,Colostomy Bags,253,"£41,704.06","£45,190.36"
3rd Quarter 2012/2013,5HX00,PCT EALING,910,Compound Vit/Mineral Formulations,794,"£6,647.11","£7,028.76"
3rd Quarter 2012/2013,5HX00,PCT EALING,2104,Contraceptive Devices,101,"£1,293.66","£1,402.80"
3rd Quarter 2012/2013,5HX00,PCT EALING,703,Contraceptives,"8,921","£91,815.90","£99,231.43"
3rd Quarter 2012/2013,5HX00,PCT EALING,1913,Cordials/Soft Drinks,9,£290.80,£315.33
3rd Quarter 2012/2013,5HX00,PCT EALING,1104,Corti'roids & Other Anti-Inflamm.Preps.,"4,033","£16,158.74","£17,459.39"
3rd Quarter 2012/2013,5HX00,PCT EALING,603,Corticosteroids (Endocrine),"8,103","£75,986.68","£81,679.24"
3rd Quarter 2012/2013,5HX00,PCT EALING,302,Corticosteroids (Respiratory),"20,529","£740,078.78","£802,455.12"
3rd Quarter 2012/2013,5HX00,PCT EALING,309,Cough Preparations,"5,310","£5,258.81","£5,340.89"
3rd Quarter 2012/2013,5HX00,PCT EALING,303,"Cromoglycate,Rel,Leukotriene Antagonists","2,122","£67,931.30","£73,592.07"
3rd Quarter 2012/2013,5HX00,PCT EALING,801,Cytotoxic Drugs,109,"£3,161.51","£3,420.71"
3rd Quarter 2012/2013,5HX00,PCT EALING,2345,Deodorants,93,£854.99,£927.07
3rd Quarter 2012/2013,5HX00,PCT EALING,2346,Discharge Solidifying Agents,20,£769.83,£834.98
3rd Quarter 2012/2013,5HX00,PCT EALING,202,Diuretics,"40,817","£66,799.63","£69,693.44"
3rd Quarter 2012/2013,5HX00,PCT EALING,1201,Drugs Acting On The Ear,"3,180","£11,455.88","£12,382.90"
3rd Quarter 2012/2013,5HX00,PCT EALING,1202,Drugs Acting On The Nose,"8,931","£62,623.86","£67,803.78"
3rd Quarter 2012/2013,5HX00,PCT EALING,1203,Drugs Acting On The Oropharynx,"2,085","£9,222.73","£9,972.10"
3rd Quarter 2012/2013,5HX00,PCT EALING,606,Drugs Affecting Bone Metabolism,"10,342","£44,397.94","£47,987.97"
3rd Quarter 2012/2013,5HX00,PCT EALING,109,Drugs Affecting Intestinal Secretions,759,"£27,081.90","£29,316.83"
3rd Quarter 2012/2013,5HX00,PCT EALING,802,Drugs Affecting The Immune Response,"1,537","£51,923.81","£56,191.92"
3rd Quarter 2012/2013,5HX00,PCT EALING,704,Drugs For Genito-Urinary Disorders,"17,734","£321,769.51","£347,874.99"
3rd Quarter 2012/2013,5HX00,PCT EALING,601,Drugs Used In Diabetes,"81,523","£1,152,413.82","£1,246,544.74"
3rd Quarter 2012/2013,5HX00,PCT EALING,406,Drugs Used In Nausea And Vertigo,"8,789","£48,000.61","£51,404.23"
3rd Quarter 2012/2013,5HX00,PCT EALING,1002,Drugs Used In Neuromuscular  Disorders,"1,248","£11,822.76","£12,724.53"
3rd Quarter 2012/2013,5HX00,PCT EALING,701,Drugs Used In Obstetrics,1,£1.27,£1.38
3rd Quarter 2012/2013,5HX00,PCT EALING,409,Drugs Used In Park'ism/Related Disorders,"7,046","£120,742.90","£130,284.66"
3rd Quarter 2012/2013,5HX00,PCT EALING,402,Drugs Used In Psychoses & Rel.Disorders,"13,939","£283,914.23","£306,638.57"
3rd Quarter 2012/2013,5HX00,PCT EALING,1001,Drugs Used In Rheumatic Diseases & Gout,"28,064","£119,407.82","£128,060.06"
3rd Quarter 2012/2013,5HX00,PCT EALING,410,Drugs Used In Substance Dependence,"5,731","£83,539.64","£90,206.12"
3rd Quarter 2012/2013,5HX00,PCT EALING,411,Drugs for Dementia,606,"£8,743.61","£9,423.19"
3rd Quarter 2012/2013,5HX00,PCT EALING,405,Drugs used in the Treatment of Obesity,727,"£25,336.10","£27,463.77"
3rd Quarter 2012/2013,5HX00,PCT EALING,2121,Dry Mouth Products,46,£454.70,£492.61
3rd Quarter 2012/2013,5HX00,PCT EALING,101,Dyspep&Gastro-Oesophageal Reflux Disease,"6,981","£35,622.81","£38,407.24"
3rd Quarter 2012/2013,5HX00,PCT EALING,2107,Elastic Hosiery,"1,172","£14,737.92","£15,965.30"
3rd Quarter 2012/2013,5HX00,PCT EALING,1302,Emollient & Barrier Preparations,"27,332","£153,928.90","£166,542.49"
3rd Quarter 2012/2013,5HX00,PCT EALING,2122,Emollients,"2,006","£12,691.35","£13,738.94"
3rd Quarter 2012/2013,5HX00,PCT EALING,2130,Eye Products,988,"£9,731.73","£10,541.15"
3rd Quarter 2012/2013,5HX00,PCT EALING,2215,Faecal Collectors,3,£150.51,£163.23
3rd Quarter 2012/2013,5HX00,PCT EALING,2350,Filters/Bridges,3,£72.49,£78.64
3rd Quarter 2012/2013,5HX00,PCT EALING,902,Fluids And Electrolytes,"3,418","£21,438.07","£23,032.46"
3rd Quarter 2012/2013,5HX00,PCT EALING,909,Foods,116,"£7,942.40","£8,613.54"
3rd Quarter 2012/2013,5HX00,PCT EALING,2004,Gauzes & Gauze Tissue,77,"£1,312.78","£1,422.92"
3rd Quarter 2012/2013,5HX00,PCT EALING,1501,General Anaesthesia,141,"£2,775.07","£3,005.51"
3rd Quarter 2012/2013,5HX00,PCT EALING,911,Health Supplements,88,"£4,029.95","£4,321.89"
3rd Quarter 2012/2013,5HX00,PCT EALING,205,Hypertension and Heart Failure,"88,888","£346,823.20","£371,264.76"
3rd Quarter 2012/2013,5HX00,PCT EALING,401,Hypnotics And Anxiolytics,"14,464","£39,912.88","£42,082.23"
3rd Quarter 2012/2013,5HX00,PCT EALING,605,Hypothalamic&Pituitary Hormones&Antioest,327,"£48,405.51","£52,489.08"
3rd Quarter 2012/2013,5HX00,PCT EALING,2360,Ileostomy Bags,363,"£42,829.93","£46,453.69"
3rd Quarter 2012/2013,5HX00,PCT EALING,2240,Incontinence Sheath Fixing Strips & Adh,4,£113.59,£123.19
3rd Quarter 2012/2013,5HX00,PCT EALING,2230,Incontinence Sheaths,187,"£13,120.88","£14,121.76"
3rd Quarter 2012/2013,5HX00,PCT EALING,2132,Inhalation Solutions,19,£505.77,£548.30
3rd Quarter 2012/2013,5HX00,PCT EALING,2116,Irrigation Solutions,355,"£2,971.55","£3,211.39"
3rd Quarter 2012/2013,5HX00,PCT EALING,2370,Irrigation Washout Appliances,5,£264.76,£287.14
3rd Quarter 2012/2013,5HX00,PCT EALING,106,Laxatives,"23,445","£75,097.19","£79,559.56"
3rd Quarter 2012/2013,5HX00,PCT EALING,2250,Leg Bags,463,"£14,975.31","£16,239.47"
3rd Quarter 2012/2013,5HX00,PCT EALING,2007,Lints,5,£11.81,£12.74
3rd Quarter 2012/2013,5HX00,PCT EALING,212,Lipid-Regulating Drugs,"91,892","£357,102.63","£382,476.53"
3rd Quarter 2012/2013,5HX00,PCT EALING,1502,Local Anaesthesia,"1,525","£20,782.89","£22,514.71"
3rd Quarter 2012/2013,5HX00,PCT EALING,1107,Local Anaesthetics,1,£10.65,£11.54
3rd Quarter 2012/2013,5HX00,PCT EALING,107,Local Prepn for Anal & Rectal Disorders,"3,124","£25,202.37","£27,289.92"
3rd Quarter 2012/2013,5HX00,PCT EALING,2138,Low Friction Products,22,£451.59,£489.62
3rd Quarter 2012/2013,5HX00,PCT EALING,2114,Lubricant Gels,167,£546.33,£591.27
3rd Quarter 2012/2013,5HX00,PCT EALING,2127,Lymphoedema Garments,234,"£13,733.04","£14,892.70"
3rd Quarter 2012/2013,5HX00,PCT EALING,908,Metabolic Disorders,7,"£1,166.58","£1,265.10"
3rd Quarter 2012/2013,5HX00,PCT EALING,2143,Micro-Enema - Sodium Citrate,3,£28.03,£30.36
3rd Quarter 2012/2013,5HX00,PCT EALING,905,Minerals,"1,774","£49,365.97","£53,328.10"
3rd Quarter 2012/2013,5HX00,PCT EALING,1108,Miscellaneous Ophthalmic Preparations,"9,387","£48,772.72","£52,717.99"
3rd Quarter 2012/2013,5HX00,PCT EALING,1315,Miscellaneous Topical Preparations,3,£247.06,£267.95
3rd Quarter 2012/2013,5HX00,PCT EALING,307,Mucolytics,"1,713","£30,564.33","£32,995.71"
3rd Quarter 2012/2013,5HX00,PCT EALING,1105,Mydriatics And Cycloplegics,127,"£1,463.28","£1,584.81"
3rd Quarter 2012/2013,5HX00,PCT EALING,2124,Nasal Products,"1,646","£1,928.90","£2,070.08"
3rd Quarter 2012/2013,5HX00,PCT EALING,2260,Night Drainage Bags,492,"£6,491.56","£7,019.75"
3rd Quarter 2012/2013,5HX00,PCT EALING,206,"Nit,Calc Block & Other Antianginal Drugs","62,483","£230,643.76","£246,448.98"
3rd Quarter 2012/2013,5HX00,PCT EALING,2119,Oral Film Forming Agents,1,£112.50,£122.00
3rd Quarter 2012/2013,5HX00,PCT EALING,904,Oral Nutrition,"4,497","£145,585.73","£154,993.87"
3rd Quarter 2012/2013,5HX00,PCT EALING,2101,Other Appliances,"13,711","£94,822.84","£102,631.92"
3rd Quarter 2012/2013,5HX00,PCT EALING,607,Other Endocrine Drugs,122,"£6,356.67","£6,891.50"
3rd Quarter 2012/2013,5HX00,PCT EALING,912,Other Health Supplements,215,"£4,685.65","£5,068.03"
3rd Quarter 2012/2013,5HX00,PCT EALING,1905,Other Preparations,40,£259.90,£281.25
3rd Quarter 2012/2013,5HX00,PCT EALING,2112,Peak Flow Meters,257,"£1,417.30","£1,533.85"
3rd Quarter 2012/2013,5HX00,PCT EALING,2137,Pelvic Toning Devices,3,£41.51,£45.00
3rd Quarter 2012/2013,5HX00,PCT EALING,2141,Physical Debridement Device,2,£114.17,£123.80
3rd Quarter 2012/2013,5HX00,PCT EALING,2129,Plantar Pressure Offloading Device,6,£190.81,£206.88
3rd Quarter 2012/2013,5HX00,PCT EALING,2008,Plasters,26,£442.94,£480.16
3rd Quarter 2012/2013,5HX00,PCT EALING,201,Positive Inotropic Drugs,"4,264","£4,018.60","£3,994.45"
3rd Quarter 2012/2013,5HX00,PCT EALING,1305,Preparations For Eczema And Psoriasis,"2,211","£86,798.19","£94,106.45"
3rd Quarter 2012/2013,5HX00,PCT EALING,1307,Preparations For Warts And Calluses,898,"£4,270.16","£4,618.61"
3rd Quarter 2012/2013,5HX00,PCT EALING,2375,Pressure Plates/Shields,3,£30.02,£32.57
3rd Quarter 2012/2013,5HX00,PCT EALING,1902,Selective Preparations,"1,302","£38,389.78","£41,228.37"
3rd Quarter 2012/2013,5HX00,PCT EALING,604,Sex Hormones,"6,604","£82,526.29","£89,148.83"
3rd Quarter 2012/2013,5HX00,PCT EALING,803,Sex Hormones & Antag In Malig Disease,"2,708","£97,857.20","£105,985.57"
3rd Quarter 2012/2013,5HX00,PCT EALING,1309,Shampoo&Other Preps For Scalp&Hair Cond,"3,247","£18,127.05","£19,618.00"
3rd Quarter 2012/2013,5HX00,PCT EALING,2020,Silk Garments,2,£26.76,£29.00
3rd Quarter 2012/2013,5HX00,PCT EALING,1904,Single Substances,10,£38.42,£41.43
3rd Quarter 2012/2013,5HX00,PCT EALING,1311,"Skin Cleansers,Antiseptics & Desloughing",487,"£3,304.55","£3,566.12"
3rd Quarter 2012/2013,5HX00,PCT EALING,2014,"Skin Closure Strips, Sterile",8,£31.80,£34.08
3rd Quarter 2012/2013,5HX00,PCT EALING,2380,Skin Fillers And Protectives,"1,563","£24,244.43","£26,240.39"
3rd Quarter 2012/2013,5HX00,PCT EALING,2385,Skin Protectors,134,"£10,883.81","£11,804.15"
3rd Quarter 2012/2013,5HX00,PCT EALING,1003,Soft-Tissue Disorders & Topical Pain Rel,"12,053","£57,456.69","£61,901.31"
3rd Quarter 2012/2013,5HX00,PCT EALING,2009,Stockinette,"1,058","£6,762.16","£7,320.52"
3rd Quarter 2012/2013,5HX00,PCT EALING,2390,Stoma Caps/Dressings,4,£106.09,£114.96
3rd Quarter 2012/2013,5HX00,PCT EALING,1308,Sunscreens And Camouflagers,365,"£9,408.31","£9,362.29"
3rd Quarter 2012/2013,5HX00,PCT EALING,2010,Surgical Adhesive Tape,410,"£1,462.59","£1,581.36"
3rd Quarter 2012/2013,5HX00,PCT EALING,2011,Surgical Sutures,105,£144.69,£156.94
3rd Quarter 2012/2013,5HX00,PCT EALING,2270,Suspensory Systems,5,£330.71,£358.68
3rd Quarter 2012/2013,5HX00,PCT EALING,2012,Swabs,515,"£1,845.50","£1,996.47"
3rd Quarter 2012/2013,5HX00,PCT EALING,207,Sympathomimetics,32,"£3,224.63","£3,496.11"
3rd Quarter 2012/2013,5HX00,PCT EALING,310,Systemic Nasal Decongestants,415,£741.45,£774.44
3rd Quarter 2012/2013,5HX00,PCT EALING,602,Thyroid And Antithyroid Drugs,"34,504","£128,870.97","£137,934.56"
3rd Quarter 2012/2013,5HX00,PCT EALING,1303,Top Local Anaesthetics & Antipruritics,759,"£2,755.36","£2,961.88"
3rd Quarter 2012/2013,5HX00,PCT EALING,1314,Topical Circulatory Preparations,176,£804.10,£869.82
3rd Quarter 2012/2013,5HX00,PCT EALING,1304,Topical Corticosteroids,"20,656","£103,302.68","£111,599.49"
3rd Quarter 2012/2013,5HX00,PCT EALING,2005,Tracheostomy & Laryngectomy Appliances,87,"£5,605.30","£6,080.38"
3rd Quarter 2012/2013,5HX00,PCT EALING,1106,Treatment Of Glaucoma,"8,577","£109,154.34","£118,264.44"
