Period Name,Prescriber Code,Prescriber Name,BNF Code,BNF Name,Total Items,Total Act Cost,Total Nic
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2015,"Skin Adhesive,Sterile",3,œ15.21,œ16.50
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1311,"Skin Cleansers,Antiseptics & Desloughing",428,"œ2,731.50","œ2,953.65"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2014,"Skin Closure Strips, Sterile",184,œ340.67,œ367.05
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2380,Skin Fillers And Protectives,"8,415","œ97,002.69","œ105,137.24"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2385,Skin Protectors,996,"œ69,384.65","œ75,256.32"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1003,Soft-Tissue Disorders & Topical Pain Rel,"24,388","œ136,463.53","œ147,707.58"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2009,Stockinette,"4,473","œ40,361.12","œ43,737.78"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2390,Stoma Caps/Dressings,60,"œ3,399.40","œ3,686.81"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1308,Sunscreens And Camouflagers,862,"œ24,390.12","œ25,973.81"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2010,Surgical Adhesive Tape,"3,203","œ6,671.35","œ7,208.08"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2011,Surgical Sutures,187,œ392.91,œ426.04
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2270,Suspensory Systems,48,"œ1,780.72","œ1,931.30"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2012,Swabs,"3,071","œ8,979.62","œ9,709.92"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,207,Sympathomimetics,43,"œ11,058.52","œ11,992.29"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,310,Systemic Nasal Decongestants,371,œ891.87,œ937.45
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,602,Thyroid And Antithyroid Drugs,"97,852","œ288,210.68","œ310,100.49"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1303,Top Local Anaesthetics & Antipruritics,759,"œ3,775.97","œ4,083.98"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1314,Topical Circulatory Preparations,596,"œ2,703.24","œ2,924.67"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1304,Topical Corticosteroids,"43,160","œ170,786.55","œ184,708.41"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2005,Tracheostomy & Laryngectomy Appliances,455,"œ32,351.78","œ35,087.65"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1106,Treatment Of Glaucoma,"29,454","œ322,791.39","œ349,522.49"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,702,Treatment Of Vaginal & Vulval Conditions,"7,508","œ52,821.64","œ57,121.65"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2106,Trusses,21,œ512.74,œ555.88
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2392,Tubing & Accessories,26,œ957.00,"œ1,037.82"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2280,Tubing And Accessories,791,"œ9,431.76","œ10,219.56"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2394,Two Piece Ostomy Systems,"1,764","œ140,750.24","œ152,663.04"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2290,Urinal Systems,32,œ780.08,œ837.56
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2396,Urostomy Bags,287,"œ39,712.01","œ43,034.02"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1404,Vaccines And Antisera,"157,776","œ974,500.66","œ1,056,914.65"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2118,Vacuum Pumps for Erectile Dysfunction,39,"œ3,907.03","œ4,237.02"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2125,Vaginal Dilators,6,œ98.57,œ106.82
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2123,Vaginal Moisturisers,859,"œ6,691.25","œ7,247.45"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2134,Vaginal PH Correction Products,35,œ324.15,œ351.00
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1301,Vehicles and Emulsifying Agents,34,œ198.59,œ214.99
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2120,Venous Ulcer Compression System,114,"œ2,756.09","œ2,988.44"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,906,Vitamins,"56,117","œ218,324.27","œ233,054.93"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1914,Waters,10,œ138.07,œ149.43
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,2003,Wound Management & other Dressings,"23,025","œ473,931.00","œ513,854.06"
3rd Quarter 2012/2013,5N600,PCT DERBYSHIRE COUNTY,1313,Wound Management Products,123,"œ3,103.49","œ3,363.06"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2001,Absorbent Cottons,25,œ98.04,œ106.06
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1906,Acids,141,œ183.66,œ188.45
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1306,Acne and Rosacea,"4,835","œ49,643.24","œ53,762.68"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,104,Acute Diarrhoea,"8,786","œ25,296.19","œ27,073.16"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2310,Adhesive (Pastes/Sprays/Solutions),18,œ322.66,œ349.91
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2305,Adhesive Discs/Rings/Pads/Plasters,679,"œ18,214.83","œ19,755.54"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2136,Adhesive Dressing Remover Ster Silicone,6,œ86.13,œ93.39
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2315,Adhesive Removers (Sprays/Liquids/Wipes),"2,080","œ35,290.77","œ38,211.68"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1901,"Alcohol, Wines & Spirits",2,œ85.07,œ92.28
3rd Quarter 2012/2013,5QQ00,PCT DEVON,901,Anaemias + Other Blood Disorders,"47,395","œ70,923.84","œ74,327.87"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2128,Anal Irrigation System,241,"œ32,814.00","œ35,591.23"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2202,Anal Plugs,16,"œ1,084.91","œ1,176.75"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,407,Analgesics,"258,052","œ1,763,376.35","œ1,901,914.41"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,505,Anthelmintics,"1,015","œ1,698.05","œ1,802.23"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,203,Anti-Arrhythmic Drugs,"4,221","œ26,815.78","œ28,884.18"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1103,Anti-Infective Eye Preparations,"8,058","œ17,599.44","œ18,994.30"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1310,Anti-Infective Skin Preparations,"15,998","œ74,560.44","œ80,683.23"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,501,Antibacterial Drugs,"134,483","œ602,362.02","œ649,005.62"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,208,Anticoagulants And Protamine,"63,183","œ269,098.98","œ290,204.36"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,403,Antidepressant Drugs,"192,793","œ659,280.03","œ707,938.02"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,408,Antiepileptics,"64,574","œ1,408,079.27","œ1,522,603.79"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,211,Antifibrinolytic Drugs & Haemostatics,"1,116","œ10,542.54","œ11,384.08"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,502,Antifungal Drugs,"8,898","œ74,563.80","œ80,725.41"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,304,"Antihist, Hyposensit & Allergic Emergen","35,805","œ118,028.50","œ126,552.64"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1312,Antiperspirants,237,"œ1,184.15","œ1,281.66"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,209,Antiplatelet Drugs,"163,622","œ219,753.46","œ233,022.03"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,504,Antiprotozoal Drugs,"14,853","œ33,099.03","œ35,401.32"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,103,Antisecretory Drugs+Mucosal Protectants,"217,326","œ532,324.21","œ571,629.98"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,102,Antispasmod.&Other Drgs Alt.Gut Motility,"15,419","œ103,963.45","œ111,256.80"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,503,Antiviral Drugs,"3,540","œ61,125.98","œ65,974.96"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2002,Arm Sling/Bandages,"7,336","œ94,027.05","œ101,928.22"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,308,Aromatic Inhalations,16,œ30.68,œ32.96
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2320,Bag Closures,30,œ252.71,œ273.88
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2325,Bag Covers,38,œ940.43,œ974.27
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1907,Base/Dil/Susp Agents/Stabilisers,"1,620","œ32,858.52","œ35,598.40"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2330,Belts,293,"œ9,596.52","œ10,383.05"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,204,Beta-Adrenoceptor Blocking Drugs,"136,603","œ318,740.31","œ342,334.98"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,301,Bronchodilators,"101,278","œ995,382.13","œ1,078,149.48"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,404,CNS Stimulants and drugs used for ADHD,"2,740","œ127,268.35","œ137,921.21"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2113,Catheter Maintenance Solutions,638,"œ23,202.76","œ25,161.11"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2205,Catheter Valves,588,"œ8,471.58","œ9,142.59"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2102,Catheters,"4,627","œ339,440.58","œ368,137.79"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2017,Cervical Collar,3,œ6.88,œ7.42
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2103,Chiropody Appliances,29,œ266.77,œ289.04
3rd Quarter 2012/2013,5QQ00,PCT DEVON,105,Chronic Bowel Disorders,"7,551","œ263,946.64","œ285,888.42"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2335,Colostomy Bags,"1,749","œ281,182.23","œ304,901.82"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,910,Compound Vit/Mineral Formulations,965,"œ6,408.16","œ6,821.06"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2104,Contraceptive Devices,115,"œ1,239.43","œ1,343.70"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,703,Contraceptives,"30,847","œ328,801.77","œ356,063.19"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1913,Cordials/Soft Drinks,14,œ394.58,œ427.80
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1104,Corti'roids & Other Anti-Inflamm.Preps.,"5,613","œ22,845.05","œ24,709.83"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,603,Corticosteroids (Endocrine),"37,228","œ265,128.23","œ285,098.11"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,302,Corticosteroids (Respiratory),"72,826","œ2,364,483.75","œ2,563,815.07"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,309,Cough Preparations,"2,555","œ3,500.61","œ3,681.79"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,303,"Cromoglycate,Rel,Leukotriene Antagonists","5,640","œ164,167.27","œ177,951.58"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,801,Cytotoxic Drugs,986,"œ49,957.97","œ54,112.63"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2345,Deodorants,692,"œ5,441.53","œ5,901.23"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2346,Discharge Solidifying Agents,144,"œ5,692.51","œ6,173.82"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,202,Diuretics,"174,204","œ191,826.84","œ203,304.73"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2145,Douches,1,œ4.73,œ5.12
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1201,Drugs Acting On The Ear,"6,097","œ17,844.02","œ19,282.31"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1202,Drugs Acting On The Nose,"26,267","œ176,309.31","œ190,926.69"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1203,Drugs Acting On The Oropharynx,"5,343","œ28,857.08","œ31,205.67"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,606,Drugs Affecting Bone Metabolism,"42,901","œ130,227.22","œ140,633.74"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,109,Drugs Affecting Intestinal Secretions,"2,286","œ106,945.06","œ115,870.98"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,802,Drugs Affecting The Immune Response,"5,118","œ281,991.23","œ305,508.78"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,704,Drugs For Genito-Urinary Disorders,"51,185","œ876,980.70","œ949,126.64"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,601,Drugs Used In Diabetes,"143,410","œ2,222,131.32","œ2,406,539.08"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,406,Drugs Used In Nausea And Vertigo,"31,654","œ171,557.13","œ184,462.25"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1002,Drugs Used In Neuromuscular  Disorders,"4,175","œ43,350.02","œ46,647.35"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,409,Drugs Used In Park'ism/Related Disorders,"19,163","œ404,417.76","œ437,234.88"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,402,Drugs Used In Psychoses & Rel.Disorders,"34,593","œ413,193.70","œ444,882.51"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1001,Drugs Used In Rheumatic Diseases & Gout,"96,889","œ449,807.65","œ484,460.77"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,410,Drugs Used In Substance Dependence,"12,279","œ245,398.84","œ265,726.75"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,411,Drugs for Dementia,"6,696","œ145,128.89","œ157,094.10"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,405,Drugs used in the Treatment of Obesity,"1,824","œ56,805.73","œ61,586.17"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2121,Dry Mouth Products,340,"œ2,188.47","œ2,369.86"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,101,Dyspep&Gastro-Oesophageal Reflux Disease,"15,918","œ82,788.64","œ89,383.77"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2107,Elastic Hosiery,"4,049","œ66,124.05","œ71,672.95"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1302,Emollient & Barrier Preparations,"57,219","œ305,436.48","œ330,523.80"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2122,Emollients,"2,890","œ16,287.69","œ17,633.15"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2130,Eye Products,"4,354","œ39,849.49","œ43,160.66"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2215,Faecal Collectors,3,œ258.19,œ280.00
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2350,Filters/Bridges,12,œ372.24,œ403.75
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2355,Flanges,3,œ312.46,œ338.80
3rd Quarter 2012/2013,5QQ00,PCT DEVON,902,Fluids And Electrolytes,"3,913","œ28,478.10","œ30,683.17"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,909,Foods,556,"œ21,573.15","œ23,392.16"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2004,Gauzes & Gauze Tissue,721,"œ11,214.11","œ12,157.95"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1501,General Anaesthesia,"1,784","œ17,229.24","œ18,540.66"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,911,Health Supplements,241,"œ41,636.45","œ45,018.22"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,205,Hypertension and Heart Failure,"282,806","œ781,245.17","œ841,177.92"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,401,Hypnotics And Anxiolytics,"76,591","œ284,588.71","œ303,835.24"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,605,Hypothalamic&Pituitary Hormones&Antioest,"1,534","œ201,499.75","œ218,437.40"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2360,Ileostomy Bags,"1,659","œ188,465.33","œ204,415.03"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2240,Incontinence Sheath Fixing Strips & Adh,57,"œ1,026.04","œ1,112.59"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2230,Incontinence Sheaths,990,"œ52,313.19","œ56,685.29"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2133,Indwelling Pleural Cath Drain System,5,"œ1,100.47","œ1,193.56"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2132,Inhalation Solutions,229,"œ6,659.31","œ7,217.19"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2285,Insert For Female Stress Incont,7,œ438.39,œ475.53
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2116,Irrigation Solutions,785,"œ5,237.39","œ5,662.47"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2370,Irrigation Washout Appliances,86,"œ2,673.33","œ2,851.34"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2142,Jaw Rehabilitation Device,1,œ202.45,œ219.50
3rd Quarter 2012/2013,5QQ00,PCT DEVON,106,Laxatives,"72,040","œ335,674.25","œ360,218.70"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2250,Leg Bags,"2,914","œ88,925.21","œ96,370.38"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2007,Lints,2,œ6.74,œ7.28
3rd Quarter 2012/2013,5QQ00,PCT DEVON,212,Lipid-Regulating Drugs,"244,206","œ821,564.18","œ885,295.50"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1502,Local Anaesthesia,"6,415","œ61,997.14","œ66,839.86"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1107,Local Anaesthetics,7,œ43.47,œ47.09
3rd Quarter 2012/2013,5QQ00,PCT DEVON,107,Local Prepn for Anal & Rectal Disorders,"5,522","œ40,211.14","œ43,498.20"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2138,Low Friction Products,113,"œ2,796.12","œ3,031.70"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2114,Lubricant Gels,496,"œ2,350.80","œ2,545.22"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2127,Lymphoedema Garments,326,"œ14,772.51","œ16,019.23"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,908,Metabolic Disorders,31,"œ40,982.14","œ44,337.95"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2143,Micro-Enema - Sodium Citrate,10,œ187.06,œ202.41
3rd Quarter 2012/2013,5QQ00,PCT DEVON,905,Minerals,"3,356","œ106,710.69","œ114,304.99"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1108,Miscellaneous Ophthalmic Preparations,"30,783","œ133,127.98","œ143,652.78"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1315,Miscellaneous Topical Preparations,2,œ25.14,œ27.24
3rd Quarter 2012/2013,5QQ00,PCT DEVON,307,Mucolytics,"4,737","œ130,414.50","œ141,011.56"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1105,Mydriatics And Cycloplegics,218,"œ2,570.79","œ2,783.81"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2124,Nasal Products,893,"œ2,535.45","œ2,739.90"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2260,Night Drainage Bags,"5,393","œ57,165.05","œ61,947.46"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,206,"Nit,Calc Block & Other Antianginal Drugs","172,217","œ608,344.82","œ655,568.87"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2119,Oral Film Forming Agents,60,"œ1,779.18","œ1,929.01"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,904,Oral Nutrition,"28,969","œ784,776.96","œ848,059.74"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2101,Other Appliances,"24,969","œ216,034.52","œ234,007.76"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,607,Other Endocrine Drugs,325,"œ17,691.33","œ19,178.36"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,912,Other Health Supplements,416,"œ13,231.83","œ14,077.12"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1905,Other Preparations,122,œ761.65,œ824.47
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2112,Peak Flow Meters,"1,079","œ5,813.20","œ6,293.26"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2137,Pelvic Toning Devices,1,œ13.85,œ15.00
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2141,Physical Debridement Device,125,"œ3,744.56","œ4,060.64"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2129,Plantar Pressure Offloading Device,102,"œ2,496.09","œ2,706.68"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2008,Plasters,2,œ18.47,œ20.00
3rd Quarter 2012/2013,5QQ00,PCT DEVON,201,Positive Inotropic Drugs,"21,340","œ22,360.89","œ23,464.04"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1305,Preparations For Eczema And Psoriasis,"4,458","œ170,326.02","œ184,684.90"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1307,Preparations For Warts And Calluses,949,"œ7,558.94","œ8,185.50"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2375,Pressure Plates/Shields,14,œ148.14,œ160.62
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1902,Selective Preparations,"1,936","œ45,118.59","œ48,193.86"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,604,Sex Hormones,"31,110","œ299,671.71","œ324,200.49"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,803,Sex Hormones & Antag In Malig Disease,"11,911","œ584,378.77","œ632,781.33"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1309,Shampoo&Other Preps For Scalp&Hair Cond,"3,998","œ25,991.74","œ28,143.22"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2020,Silk Garments,18,"œ1,196.82","œ1,298.20"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1904,Single Substances,15,œ160.76,œ152.51
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2015,"Skin Adhesive,Sterile",12,œ177.29,œ192.25
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1311,"Skin Cleansers,Antiseptics & Desloughing",733,"œ8,904.09","œ9,590.41"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2014,"Skin Closure Strips, Sterile",155,œ293.96,œ316.23
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2380,Skin Fillers And Protectives,"8,593","œ101,154.33","œ109,572.31"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2385,Skin Protectors,581,"œ35,434.76","œ38,433.47"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1003,Soft-Tissue Disorders & Topical Pain Rel,"18,725","œ97,338.34","œ105,362.52"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2009,Stockinette,"5,011","œ35,599.31","œ38,567.31"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2390,Stoma Caps/Dressings,52,"œ2,866.77","œ3,109.42"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1308,Sunscreens And Camouflagers,"1,813","œ57,348.23","œ61,787.65"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2010,Surgical Adhesive Tape,"2,407","œ4,830.41","œ5,217.18"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2011,Surgical Sutures,377,œ686.11,œ744.20
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2270,Suspensory Systems,37,"œ1,403.97","œ1,522.50"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2012,Swabs,"2,032","œ4,660.10","œ5,035.39"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,207,Sympathomimetics,80,"œ11,949.38","œ12,954.98"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,310,Systemic Nasal Decongestants,378,"œ1,018.20","œ1,073.99"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,602,Thyroid And Antithyroid Drugs,"119,920","œ356,836.87","œ383,763.46"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1303,Top Local Anaesthetics & Antipruritics,929,"œ4,949.36","œ5,354.69"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1314,Topical Circulatory Preparations,334,"œ1,405.01","œ1,520.19"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1304,Topical Corticosteroids,"46,468","œ182,476.71","œ197,379.49"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2005,Tracheostomy & Laryngectomy Appliances,338,"œ19,403.53","œ21,044.77"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1106,Treatment Of Glaucoma,"44,595","œ394,166.31","œ426,992.89"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,702,Treatment Of Vaginal & Vulval Conditions,"10,314","œ89,752.28","œ97,142.78"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2106,Trusses,27,œ632.50,œ685.72
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2392,Tubing & Accessories,7,œ225.43,œ244.50
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2280,Tubing And Accessories,713,"œ6,933.95","œ7,509.06"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2394,Two Piece Ostomy Systems,"1,200","œ91,381.98","œ99,115.04"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2290,Urinal Systems,56,"œ2,684.18","œ2,911.37"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2396,Urostomy Bags,367,"œ55,780.70","œ60,458.50"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,1404,Vaccines And Antisera,"173,485","œ1,092,579.75","œ1,184,993.62"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2118,Vacuum Pumps for Erectile Dysfunction,39,"œ4,028.08","œ4,368.57"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2125,Vaginal Dilators,34,œ995.34,"œ1,079.02"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2123,Vaginal Moisturisers,701,"œ5,831.02","œ6,316.85"
3rd Quarter 2012/2013,5QQ00,PCT DEVON,2134,Vaginal PH Correction Products,48,œ368.37,œ399.00
